export_source_country_2021,"Afghanistan, Islamic Rep. of",Albania,Algeria,American Samoa,Angola,Anguilla,Antigua and Barbuda,Argentina,"Armenia, Rep. of","Aruba, Kingdom of the Netherlands",Australia,Austria,"Azerbaijan, Rep. of","Bahamas, The","Bahrain, Kingdom of",Bangladesh,Barbados,"Belarus, Rep. of",Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Central African Rep.,Chad,Chile,"China, P.R.: Mainland","China, P.R.: Hong Kong","China, P.R.: Macao",Colombia,"Comoros, Union of the","Congo, Dem. Rep. of the","Congo, Rep. of",Costa Rica,Côte d'Ivoire,"Croatia, Rep. of",Cuba,"Curaçao, Kingdom of the Netherlands",Cyprus,Czech Rep.,Denmark,Djibouti,Dominica,Dominican Rep.,Ecuador,"Egypt, Arab Rep. of",El Salvador,"Equatorial Guinea, Rep. of","Eritrea, The State of","Estonia, Rep. of","Eswatini, Kingdom of","Ethiopia, The Federal Dem. Rep. of",Falkland Islands (Malvinas),Faroe Islands,"Fiji, Rep. of",Finland,France,French Polynesia,Gabon,"Gambia, The",Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Holy See,Honduras,Hungary,Iceland,India,Indonesia,"Iran, Islamic Rep. of",Iraq,Ireland,Israel,Italy,Jamaica,Japan,Jordan,"Kazakhstan, Rep. of",Kenya,Kiribati,"Korea, Rep. of","Kosovo, Rep. of",Kuwait,Kyrgyz Rep.,Lao People's Dem. Rep.,Latvia,Lebanon,"Lesotho, Kingdom of",Liberia,Libya,Lithuania,Luxembourg,"Madagascar, Rep. of",Malawi,Malaysia,Maldives,Mali,Malta,"Marshall Islands, Rep. of the","Mauritania, Islamic Rep. of",Mauritius,Mexico,"Micronesia, Federated States of","Moldova, Rep. of",Mongolia,Montenegro,Montserrat,Morocco,"Mozambique, Rep. of",Myanmar,Namibia,"Nauru, Rep. of",Nepal,"Netherlands, The",New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,"Korea, Dem. People's Rep. of","North Macedonia, Republic of",Norway,Oman,Pakistan,"Palau, Rep. of",Panama,Papua New Guinea,Paraguay,Peru,Philippines,"Poland, Rep. of",Portugal,Qatar,Romania,Russian Federation,Rwanda,"San Marino, Rep. of","São Tomé and Príncipe, Dem. Rep. of",Saudi Arabia,Senegal,"Serbia, Rep. of",Seychelles,Sierra Leone,Singapore,"Sint Maarten, Kingdom of the Netherlands",Slovak Rep.,"Slovenia, Rep. of",Solomon Islands,Somalia,South Africa,"South Sudan, Rep. of",Spain,Sri Lanka,St. Kitts and Nevis,St. Lucia,St. Vincent and the Grenadines,Sudan,Suriname,Sweden,Switzerland,Syrian Arab Rep.,"Tajikistan, Rep. of","Tanzania, United Rep. of",Thailand,"Timor-Leste, Dem. Rep. of",Togo,Tonga,Trinidad and Tobago,Tunisia,"Türkiye, Rep of",Turkmenistan,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,"Uzbekistan, Rep. of",Vanuatu,"Venezuela, Rep. Bolivariana de",Vietnam,West Bank and Gaza,"Yemen, Rep. of",Zambia,Zimbabwe
"Sint Maarten, Kingdom of the Netherlands",0,0,0,0,0,0,4595663,0,0,1801399,0,8375,0,1945,0,0,369117,94,9061,0,0,0,0,0,0,0,347,3828,2489,0,0,0,0,0,5141,0,0,0,2670,0,0,0,0,0,0,888,0,0,0,0,0,406,11062,0,0,0,25903231,0,247,0,0,0,0,0,0,0,0,5149,4355044,0,0,0,0,356374,0,0,2064,0,0,0,0,0,0,85214,0,0,1176,40418,0,0,0,0,0,25667,0,0,120116,0,0,0,0,0,0,0,0,0,0,301,0,0,0,0,357,0,13437,0,0,0,0,33,0,0,0,0,0,0,0,0,0,1742664,931,0,0,0,0,460610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29760,118845,0,67,195,0,0,0,0,0,625,0,0,0,0,10204,0,0,0,2376,0,122827,0,420626,100964,138355,0,46012,54,0,0,0,0,0,0,0,0,255542,0,0,0,0,0,173,0,38990,46270987,0,0,0,0,0,0,0,0,0
Slovak Rep.,1624394,46400228,25786488,0,2042453,5093,11939,27899719,15378149,70050,322699321,5774275594,21940090,2667,10382541,10035273,35441,79648888,1278770992,0,3425204,3895,90320,858335,155070303,1171978,148152110,3592137,712509515,682693,81164,73378,5776356,1531828,311282084,48589,50769,29281085,2588729155,82186058,729751,59511953,165692,1362534,3766116,6391421,11565164,744783537,12201903,273823,53473196,12176732014,792498679,151338,5089,3584666,19476524,361597291,486703,19565,0,153445293,180626,1286910,219,977583,234270,332268198,6762428087,316130,1516988,21115,22518711,22760499012,7457525,21506866,322836327,8052,0,255,7970395,2192712,0,158458,4462,0,403967,7601464380,28961858,164799499,9377488,5313761,17047677,219407294,280096330,4875495025,1884212,241108583,23697595,63429835,11573606,5769,282602962,19336607,84894543,2335994,1089258,181801003,10462522,0,2638564,5978194,278889170,92050247,3471874,537361,20847678,255068,2457287,16541213,0,1075115,4029553,273027788,1679,49054556,4549299,19855782,0,213887488,1651235,1479536,482607,0,2323132,2116524069,3021349,61267944,8610,910100,11145265,0,104331514,216733075,30905242,17106431,3048,5386662,693205,6137936,15995940,16472067,8779258720,293237591,102794142,2563431636,1588683680,5988654,11485938,0,175423259,3788374,556403628,163724,147106,36152826,115104,0,928128751,0,766006,161783366,9749,2394708849,1798170,7239,17169,0,3622372,0,1436758038,1471444965,1174970,602212,4006133,25842944,0,1772657,0,6105820,75584847,812962935,292603,0,7657935,975687830,220078578,3796082679,3246495342,3429855,23762730,0,445120,30686804,6999548,1557774,655863,2625656
"Slovenia, Rep. of",2634802,197341483,131277612,0,528411,0,16869,12302298,10738668,10160,136279809,3623723473,25418554,689352,14679755,3858674,108454,92671008,535509562,0,57032,40818,95678,821696,1445252700,84352,75703849,42613,362946157,419731,215684,75330,3878391,490716,153670528,26012,51884,19080718,530159478,92209881,1254539,17171429,248529,910711,855605,3040162,6799485,3860256886,58110,1700287,28265216,1484625212,517408482,326226,0,668804,5972864,164681651,208241,958901,0,57092503,0,4854145,4675,894143,0,129183500,2329218518,1039315,1144177,278057,27630485,9399682503,20892384,54943,206095252,146681,0,8829,1172890,566027,372637,1810,712110,19904,706336,2572753345,3639879,162254082,30604769,44076697,37951003,77898526,311176420,6029550412,856601,109821543,39194095,59856398,7767887,0,125143810,270349094,34576813,14738902,4022,63006061,54593690,0,214192,56785050,156927484,20969629,481031,2319,40956801,3671179,763126,14974413,134,821101,2170385,106171136,0,33528082,20840038,200768346,0,79199766,4082440,839312,173572,0,951410,977320461,1282347,16817472,135194,390145,13960381,0,498805785,104628706,21081307,25043117,0,9055914,49674,3920738,5570271,22163340,2495446828,178041087,41189340,922431976,1006670771,2667216,15559874,0,167743671,4244388,2114608922,94920,262533,32134967,37293,1532272377,0,0,11811425,73537279,416390,713558815,3493523,4994,10218,61074,4742575,422842,527288325,6369906247,2199562,5896678,1928470,42301366,0,460207,0,456989,42624572,464781310,5425566,0,3599828,288153838,134810672,771173875,916216700,960593,79406678,0,1384870,54708416,14448364,6344474,176518,503254
Solomon Islands,0,0,0,421884,48,0,0,0,0,0,7796132,2126,0,0,4092,1490062,0,0,119430,0,0,0,0,25,0,0,700,0,0,7272,0,0,0,944,0,0,0,253,200346439,8419204,0,3861636,0,0,0,1,468,0,0,0,14902,0,0,0,0,0,938878,0,0,0,0,241,0,0,0,7288,1033916,0,23183,0,0,0,0,21236,0,0,0,0,0,0,0,0,0,31005,61826,0,198,0,5374,14550049,704266,0,576,0,0,30246296,0,99547,5040,0,3342,246973,5948542,107765,0,0,0,0,1513,0,0,0,0,47,0,0,7190733,0,0,0,5762,0,52340,1,3216,407,0,0,0,8100,0,581886,0,457194,0,20273658,168935,4620654,0,0,397492,0,0,0,0,47277,180,0,1576538,0,0,6459484,134,0,0,0,13057,0,0,0,1317029,0,0,0,0,90881,0,0,0,0,0,0,0,9115910,650,0,0,0,0,0,1340,12682057,0,0,0,1335597,0,0,0,720,0,415,0,6193,0,9912,0,4152055,1474538,0,0,1555042,0,4200048,0,0,983,0
Somalia,0,0,95739081,0,4279,460297,109,1424528,9083,0,52813,27268,189,0,9259783,230968,0,0,69516,0,0,8,0,0,506,14800,4962,0,10429634,0,120,0,0,3003,340634,0,0,0,10391771,2401419,0,0,0,0,0,208,2912242,0,0,0,0,0,2003,6169703,0,0,43239,1112218,0,0,0,23548,0,93266,0,34804,0,54,3176478,15560,0,4008,0,6353194,1416,0,289561,0,0,0,0,481,0,0,0,0,0,750,0,15808717,1444,0,0,124518,0,1075434,0,10194782,987443,0,844438,0,902829,5332,1419899,0,0,0,41386,0,0,0,215627,0,0,0,118686,0,13857,249,0,0,0,63000,0,5,0,121,0,2456100,809451,0,173,0,2572,3337614,1704,67300,852,0,33831782,0,368654,35485,176349550,7246169,0,0,0,0,0,2643,3073370,160,6491575,7753,220451,1500,0,0,43943321,3580380,4577,650,0,123609,0,4278,43,0,0,181070,0,3374521,80340,0,1228,0,90111,0,161102,25924,0,0,2416,1312597,0,0,0,7728,15264,7469583,0,0,0,3296615,131530043,122389,1095518,0,0,7586,0,0,35784,16419495,17064,0
South Africa,961722,677493,11992693,3725,328432875,0,1727455,195182608,776465,1033330,838600172,103486984,765014,69116511,17081689,232535298,1709649,5358368,3552074194,714791,16728934,247281,261138,998588,1256016,4379608294,458707549,487295,35463767,31280151,5769656,117492180,10442558,49101096,373350137,3322459,1225766,65110686,13823458304,2410126248,53056,32771288,4065434,1077192652,85332648,7201045,110169870,11623272,698568,0,9499279,604988294,90843925,72904624,472297,32551641,8770757,96262615,2819149,1603810,12746410,25999052,1512642369,47516329,125769,113,1849330,82220151,750291950,426820,31351752,6872003,6889029,10514170957,414182009,22390856,107002042,1949885,1120987,259847,9717083,45922759,1030852,13677847,896049,0,4564876,113141576,6742666,4206031294,711035487,4838056,58630683,180324331,246219675,1172525198,4632539,8272637850,43470190,15059932,424681745,79322,2167287494,0,105015604,752792,158037,68962513,7700225,1413505137,13193418,2138872,36211238,4929096,178822873,470002175,412656043,10025565,91002339,3168484,3851267,25562739,352276643,228828753,1188,377226,1885756,550199,2,101196415,4339408373,1242437,3435619714,0,855444,4213390704,1409092,86568708,2185006,6813550,521024898,53503,350011,128219911,54886030,1179546681,70277,21467725,13308960,2177355,32283996,72150808,242006716,192920957,102317802,123530934,414604700,22734590,0,17787,377457284,129869293,1883801,57076302,32645228,543940133,162735,2524140,241980666,516625,9492025,0,1259712,1923741108,216301440,15386,104415,248279,14879095,7447405,160576417,844094670,1204927,2264,457779523,497519064,30173,24854092,175840,4275820,5452141,469691172,0,6796,122313964,29629600,2303470798,8210806333,11680509917,26241628,101202,126488,1827193,417355729,0,36560171,2327906693,2920844919
"South Sudan, Rep. of",0,0,0,0,0,0,0,0,0,0,20931,0,51510,0,2688,0,0,0,0,0,0,0,0,0,2347,1800,93,3092,0,0,0,0,0,0,10087,0,0,0,275971567,121,0,0,0,0,0,0,0,0,0,0,0,0,2648,0,0,0,0,183649,0,0,0,0,0,0,0,0,0,1068,27775,0,0,0,0,141951,0,0,0,0,0,0,0,0,0,199352,0,0,0,0,0,988215,285696775,0,0,344,0,82998226,0,60821020,0,1284,597806,0,30189,0,0,0,0,0,0,0,0,0,4017,57,0,0,5333,0,0,0,0,0,0,0,0,0,0,0,0,0,79169,0,0,0,0,1545,0,2262,0,0,0,0,0,0,0,3053,0,0,0,0,0,0,0,0,0,0,3347385,360369,0,0,1539,0,0,0,0,80811565,0,0,0,0,0,13165,0,0,0,0,0,0,0,0,301,1456,0,0,67368,0,0,0,0,47095,0,28677,0,0,0,0,18906352,57335,78518,0,0,0,0,0,0,0,0,0
Spain,12251898,88739486,2224930808,184520,164376935,83510,2732386,1082525359,35595700,20285231,1927368102,2925689513,88235199,87349256,171046333,231117194,12285084,114827261,17550274713,4459004,57387315,1826304,56533,107585329,83556997,1017926,3066661225,9403077,952624248,111366021,1084290,81976864,24928602,126342275,2398649203,5888318,7912824,2069590445,10259643213,948675125,40466710,1298856349,4860581,110922804,30885704,324160641,344425630,653518753,741957297,9063872,384949286,3547427891,2653552067,35913883,688847,703284797,582395206,1883863252,135156882,192526943,3403989,323525015,1357854,43360489,44944309,3363166,1550081,1674863762,60656972286,51332723,40096051,27712901,85815244,39338308986,293103139,1194785227,3194413384,109315572,1695099,901261,318868408,67614683,13075532,7219874,19873037,34117,128035178,2088965018,91739133,1764091326,461942064,279876474,187132742,2473167087,2135911684,32418630167,43485467,3467673761,312477207,137122724,124028823,43183,2282326726,59656085,470440803,4939571,7654563,344385165,326159390,1259227,17511820,363918800,566208064,483047309,32923307,3574722,468470613,13665744,88002914,442487907,18642346,192275727,84028989,4859550301,985810,63138644,8803618,34327912,993,11183404934,62389565,24226926,27628450,147581,6380847,14531497550,26501893,292326556,49198224,14134660,500152094,322682,83055102,1756474393,244533288,424203096,279564,357500403,4152467,140446409,801128650,828218397,9175137340,31159036335,413547803,2863660881,2616059816,6949641,29023495,2355020,2259073044,393806029,469155397,81043630,20058346,738286151,1259558,1587877786,740996978,314748,13865463,1543428154,2482037,0,96773276,264184,1820639,451365,33832766,14548127,3566041785,6835752578,39132009,3755783,56493297,652859700,38066,111377841,57337,73224201,923648919,6465993852,6857143,1138,21037355,805010187,2020604401,22067527325,17495320411,268365281,59367487,270915,112964941,546883931,17047539,45599853,16955646,9494853
Sri Lanka,1002492,8570156,1066148,606900,2397625,0,235857,13381044,1108344,0,273095495,46622961,52676055,43051,10015202,240521037,143469,4256203,358980565,1066099,216106,26376,38301,9409781,50259,91860,63895550,572126,6811033,1434024,129072,188424,3487193,957989,336095062,799788,23988,60248149,306295499,163816089,2341363,20878581,0,0,3535956,2129509,6276311,3650384,607,120852,1891725,34838905,24692092,915984,169214,1928856,12840458,38672784,3733977,42318,0,5368534,1546352,20465165,0,144,3189459,13939471,265176064,564503,78857,5158712,4294200,811265974,21470395,388416,9524711,1308,18252,7380,5864465,20441391,579271,489508,30161545,37836,3587141,41938436,289804,891459629,57824494,85385917,189753712,80235216,170256886,622819425,2233491,243763554,51221610,4960541,43123827,23592,86886212,0,19554946,4454830,113895,9110059,17349180,0,2225562,50489249,26296584,2396547,734650,308831,82457409,122207580,3928356,935740,13277,1035536,8592041,219805586,0,628725,1337096,398636,0,12030528,5053319,2675978,147072,0,12206950,457164373,337153,35588392,1797247,353184,6941624,0,309828,23652243,16534174,99630559,38340,9116703,1956351,544276,33534873,10587330,87287048,15212153,28352980,9074078,162350598,1139976,50954,0,81203489,4892883,2532462,3502600,6728535,118532845,0,27823951,16234383,230164,493944,44252529,0,107238579,0,1308,87972,0,3117061,2291399,115900518,138394377,41020025,1230108,9009263,58956293,272892,780733,14748,2528669,4705244,190624864,701280,0,15078821,29622136,313857858,1003025078,3298951420,3843320,5804631,203088,940529,68841448,0,1332960,354773,432177
St. Kitts and Nevis,0,0,0,0,0,196543,913059,0,1744,1,1199,2221,0,987,46090,0,35378,0,0,711453,0,0,0,42912,25,0,0,0,0,0,0,0,0,0,62726,0,0,0,136750,0,0,164725,0,0,0,0,0,3103,0,20142,0,1151562,0,0,613818,1363,3335,0,10574,0,0,7054,0,0,0,0,283,0,0,26,0,0,0,14539,0,0,0,326,399740,0,0,0,0,43729,0,0,63537,967,125,1015308,0,0,0,76219,0,11822000,115280,0,0,0,0,0,0,2276,0,996,0,0,0,0,0,0,68,0,0,0,0,0,0,11,0,0,0,0,0,226,0,0,186395,0,5118,0,1617,0,0,290329,1332,0,0,0,0,0,0,2815,960,65181,0,0,0,0,29969,670,8547,25768,180,5797,7890,0,0,0,4251,0,0,0,0,706166,55202,141744,0,0,0,31539,0,278859,1116,0,1987541,337235,0,3158,0,0,0,0,0,0,0,0,0,3232378,0,0,0,0,31848,56352,0,177777,17270433,0,0,0,262,0,0,1139,732,0
St. Lucia,0,122,0,0,386208,219601,5747918,0,6963,30109,229580,0,0,125330,0,11681,4174784,0,2107,1351021,0,15927,0,0,240,0,0,0,255,0,0,0,3703,0,208118,0,0,1085,0,0,0,32124,0,0,0,28089,0,0,98465,235,184824,0,270,0,12858477,45809,0,0,18252,0,0,0,0,0,0,0,0,0,5320253,326,0,0,0,65698,18516,0,69529,0,4641275,0,0,0,0,9912282,136932,0,4608,0,0,362518,0,0,0,169,0,0,1788017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,0,198213,5803,5974,0,0,0,0,0,0,0,109,0,0,67510,12,0,0,0,0,0,5709468,636,6902,0,0,0,21354,0,1975,0,0,0,4068,0,22,0,0,0,0,516,0,51394,0,0,0,0,0,612,0,0,78,546475,3,1344,0,0,1248,0,845169,0,4201277,0,8647493,0,703579,1966,81790,0,0,0,95880,0,0,0,22679241,0,146,0,0,0,0,66240,1161301,22200317,0,0,0,0,6324,0,0,0,0
St. Vincent and the Grenadines,0,0,0,0,120475,217880,3421218,0,0,0,247,0,0,66,0,0,5745822,21132,176606,0,0,0,0,11553,0,0,0,0,0,10932,480,0,0,0,43983,0,0,0,0,0,0,0,0,0,0,0,0,56,349812,216632,0,0,0,0,3606843,480660,0,0,0,0,0,0,0,0,0,0,0,0,133835,0,0,552,0,3018,0,0,0,0,2273627,0,0,0,0,189631,0,0,0,0,821,0,0,0,0,0,0,0,3520,0,0,0,0,0,0,0,0,0,0,0,0,0,920,0,0,0,899,16973,0,0,0,0,0,0,0,0,0,0,324,0,186931,0,13484,0,0,0,0,8486,0,0,0,1692,0,0,0,0,0,0,0,9180,0,0,0,0,27559,0,12,0,0,9356,0,0,0,0,167,0,0,0,49607,0,0,0,0,0,0,5039,2438,3102439,5662556,0,0,81244,0,0,0,36888,0,0,0,3576,0,2580413,0,0,0,0,0,0,121812,269587,5060109,0,0,0,0,0,0,0,103,0
Sudan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20980122,9688231,0,0,51992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2420795703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1013147391,0,0,0,0,0,54035630,0,0,0,0,120466393,0,0,0,0,40872333,0,0,50160233,0,0,0,0,0,0,0,0,0,0,0,0,493893910,172984413,0,0,0,0,13633553,0,10744684,87918833,0,51470,0,0,0,16778741,0,0,0,46462385,0,0,925958,0,0,0,0,2533774,0,0,0,0,0,0,831854,0,0,0,0,0,0,0,0,0,0,0,2822323,0,0,0,0,0,0,0,0,6576579,147864522,0,0,0,0,0,0,1507736,0,156765092,132203843,0,0,0,0,1540531718,0,0,0,0,0,0,0,0,0,0,11946973,32395744,0,0,0,0,0,0,0,238898,0,57689286,0,0,0,0,0,0,0,2800227,210334624,0,0,351718,610110,3014684143,18201991,57669009,0,0,0,0,0,0,18240201,0,0
Suriname,0,0,0,0,0,0,9941354,6180,12,1184263,1197562,0,0,28079,0,2514150,2272332,18866,97341920,0,0,0,0,0,0,0,57648662,0,0,13068,0,0,0,0,4650824,0,0,1647,25812570,3066690,0,378460,0,0,0,66371,0,280170,196149,719878,127342,3521,623750,0,110332,96290,56375,21468,0,0,0,17673,0,259286,0,0,0,86592,16805300,6273,0,7548,0,1581306,9756,0,28304,0,362993,0,30972,0,0,56876352,0,0,18845,0,0,21026822,93944,0,0,0,28884,71762,34256539,1769701,0,204,0,0,700646,0,100098,691,0,0,15299,0,15108,0,54092,22,0,218,1096289,18435,0,64989,0,0,191912,74974,0,174,0,0,0,0,0,0,0,0,18726,57111713,0,77655,0,0,116953,820599,0,138015,0,7000,0,1320180,0,0,113350,50729,515817,2324996,0,7920,13142,0,0,0,39556,54828,0,0,0,3577604,911125,0,0,0,0,1857,0,245637,78336,0,161177,314320,0,0,0,353725953,0,0,0,371312,0,874152,0,77062965,0,1149905,0,0,0,110514,597900879,1212557,29544205,266352,0,16195,12128161,14948928,0,694,0,2050
Sweden,4983761,8835783,288970190,1462,60813672,19049,532574,153799118,11054351,732792,1690777152,1725294778,60699801,38356550,203353457,63028834,15469671,281031409,7033399570,788362,14446536,557151,569637,19443155,39975498,2170842,1199969105,2421448,221047332,29899212,280804,374187,7008800,12745395,1199981202,324912,492348,408195996,7874761662,337532262,6906902,142289136,387956,18363119,6148270,34828292,33095140,174439788,35451685,633525,78643013,1696455777,14724118208,3330068,176464,43317477,47321085,912667983,17496042,973241,2232987,1562079230,559946,11596069,4875,45919926,292996,13461396866,7770728864,1211593,5561816,5384604,16054840,19843193567,88477612,222245532,493436764,135011372,278539,3692801,24285379,13337519,2001460,3295657,686905,0,12263601,898892666,486569374,1340987295,390839069,17868015,81801336,864123564,350363519,5535234542,2254536,2849984492,44390194,149028130,39805188,197638,1717436875,4724847,68060281,7333000,656843,583172839,30947572,172826,11395969,43392141,1458346810,123483710,5074897,1069872,394085541,3603849,12805871,67247813,4142282,2465322,5526777,786467897,2794,16957748,19605317,5662919,16115,327483139,6703880,31432214,3449683,614,2003203,9658557138,5883054,205065274,9907364,7904923,80253747,0,36816727,20435427179,156966657,277633653,361,77503667,1363312,10425337,196560574,194017269,7282665083,951378837,349622640,516244930,2629201327,27647353,2282309,60315,1207695979,32049582,184833520,976997,6772193,1266770334,506752,522640363,251004086,1244505,759510,892285636,716326,3718199750,37575971,100123,393193,1084229,15377820,3213653,0,1756279534,1943858,63283156,61245861,615690312,68460,10827301,16286,5912304,73228745,1765892906,280555,23,15031645,565977735,788749633,10695215924,16028098008,66623044,44372244,39482,2871894,251164883,9327434,21840279,12755433,3078624
Switzerland,5671968,71361988,215369033,0,6668803,371321,1400281,684230264,24803573,14139437,2414771427,10245601311,69733226,20707500,271173266,148940739,4947261,118386010,5078297249,3381155,8720696,3651316,734014,24588097,134420775,69639783,2367563793,1261772,496211177,3629859,509312,1445014,122296055,13558731,4171392346,312241,2268455,352014564,32947547020,10195307511,100194933,612653543,177635,13824639,3393790,211494784,51349167,393099071,9343149,1445097,122406077,2247905956,1230437051,3603722,633772,49595608,107393675,1336879126,17045334,225446,467467,323355183,3289484,42830359,88784,1026820,470048,681217654,18992978420,1864035,1557899,2465035,60554953,55126246700,33476584,7460966,784824591,43174,182493,8215891,49884812,5844120,180853,1674777,18251699,4950868,19974351,1276412857,83895051,31364438522,360150958,169495329,214625936,1294884475,1191006830,20224107741,12914211,8488604339,741640534,280597267,107458091,13827,3636005634,40651672,521389951,9799152,6327503,160686630,378474834,107581,1576443,215875648,173334443,418459718,6094280,1249303,1473778651,9883427,8879410,157671973,258923,5817806,35020834,1530643390,28802,49624780,16255349,32094435,0,379759509,3931661,17593621,2991226,34399,50248366,7402339433,2404060,287389772,5800840,10249940,159877031,0,54479461,731902813,277831671,397089475,4820,166651077,1768958,20688009,137800152,336895403,3277389344,1272070409,731007159,1734751969,3683698811,9062394,14014974,382575,2490773873,26763161,443650776,29143617,3117259,8086603382,8561612,749002249,8726055698,40281,1188605,635155593,359788,13786548948,104211963,1247494,1783366,2636933,30650798,1571850,2012719656,0,4906811,5902254,42126138,4295733201,320397,13866823,220,7435099,206996916,2816926844,6371068,0,33252091,699216581,4599415548,14106783385,62901295101,148410183,92161496,99933,33080575,529055267,56155369,16657670,3214563,4977363
Syrian Arab Rep.,0,0,15165224,0,0,0,0,0,0,0,0,544423,0,0,0,15346563,0,0,406289,0,0,0,0,0,0,0,0,0,711596,0,0,0,0,0,0,0,0,0,282694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34908482,0,0,0,0,0,0,0,0,0,0,1278601,0,0,0,0,7716737,0,0,813690,0,0,0,0,0,0,0,0,0,0,0,0,10039644,0,10819760,67266630,0,0,13656216,0,217587,29968265,0,0,0,0,0,19747207,0,0,0,193280953,0,0,4975215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12527417,0,0,0,0,0,5776740,0,0,0,0,0,0,0,0,3027057,0,0,0,0,0,0,0,0,324868,20576421,17035287,2267268,0,0,0,84449604,47499,0,0,0,0,0,0,0,0,0,0,0,23452790,0,0,0,0,6906723,0,0,0,0,0,0,0,0,0,0,0,1130435,53670000,0,0,0,298080,59525951,1162827,4183345,0,0,0,0,0,0,8040855,0,0
"Tajikistan, Rep. of",82584128,670,84312529,0,0,0,0,0,56999,0,0,90450,80215,8649074,2448,312321,0,3483373,88773154,0,0,92,0,0,0,0,0,0,0,3660,0,0,0,0,0,0,0,52468,30645776,35449,0,642,0,0,0,647,0,5353112,0,0,0,329491,0,0,0,0,0,17980,0,0,0,0,0,0,0,5399,0,80,62012,0,0,0,6605654,335901,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,193436,0,38928922,383042,0,0,10554202,0,2035282,0,360080582,33864,0,116,9050,0,5555334,0,5010126,0,0,0,0,430570,1365,0,0,0,0,0,0,0,44039,0,9225,0,2388226,0,168,0,0,0,5873,12,0,0,4378823,0,5053,42,0,0,0,0,0,0,15200654,0,0,0,0,0,47233,1442881,0,0,0,72467326,96,0,0,0,0,0,58,0,0,0,8574,0,0,0,690,0,0,0,0,0,0,0,0,0,354064629,158100,0,0,53999,0,0,0,1380,0,232168396,5582,0,0,507440,10628536,1054903,72270,0,126669603,0,385,51528,0,21093,38,0
"Tanzania, United Rep. of",0,27552,2128092,348,4143648,0,0,139140,36,0,3927250,370095,154428,0,3038013,10147992,0,78384,101397595,0,284976,0,0,0,36,493899,32947,0,6874435,46020,163259625,0,887729,117153,3651352,180828,50436,96000,273094565,61301931,12072,130008,6696225,207234507,2168471,0,424959,11472,7719,5148,100,528821,3850589,269628,0,0,0,3523661,0,0,0,48396,146314,427976,0,0,0,8473551,18819983,0,54288,143124,155736,39908052,3047060,0,6931191,0,0,0,0,1143300,21912,3492,0,0,0,15483,72600,1008693906,18721285,1721220,390768,225300,13071987,33988440,42360,67473341,4302538,0,397224789,0,10184623,0,4094578,0,0,473486,1222540,30000,153211,475884,426639,344268,2380765,64048857,7839780,0,158592,2832,0,460608,175675,1324269,0,0,62851,0,0,9788446,15484046,0,2130105,0,696100,78860686,0,654294,0,0,9922360,2447,286320,80808,9338289,62171826,0,0,121308,0,32928,2227716,9514240,8892570,25313556,7943523,7128639,277799035,0,0,7250209,573516,3036,334500,670970,139216445,0,46716,998515,0,558453,916674684,8947014,16860369,3495441,0,0,0,12355761,0,2396093,526944840,0,2304,0,3429209,0,189684,0,0,189360,22022209,0,0,314017647,4001332,1051734181,19459931,39076235,0,1500,0,0,102019230,0,3972781,68607329,14855705
